"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","692","GET users","chrome","Thu Dec 04 19:02:41 IST 2025","passed","Thu Dec 04 19:02:41 IST 2025","","getAPI.spec.js","",""
